32.94955,117.384185
31.891163,117.323631
32.920015,115.875038
31.352864,118.397457
30.953134,118.780539
33.853976,115.804277
33.64539,117.000957
33.64539,117.000957
34.422449,116.336828
31.721809,116.505799
31.712993,118.508627
31.619998,117.897106
32.636959,117.02581
29.728311,118.328561
30.162401,118.663777
32.065663,118.289232
33.973817,116.809614
30.918369,119.415724
31.867945,117.492412
30.537898,117.058739
31.632357,115.982595
31.056511,116.985048
31.866942,117.282699
33.494753,116.24698
32.775893,117.995299
29.871177,118.575156
29.871177,118.575156
29.852454,117.735953
31.346807,117.18338
33.322751,117.313009
32.204422,118.32688
30.465837,116.306211
30.640954,118.999042
30.660379,116.56785
31.515153,117.166334
32.644144,115.560359
30.948089,117.823897
30.625141,117.528929
30.235007,116.110323
34.365425,116.704233
29.644078,111.767492
30.554491,117.071997
31.841464,115.943794
30.178552,117.035266
32.792215,117.611472
32.559738,117.237239
29.644078,111.767492
30.100051,117.041933
30.422617,118.855775
29.644078,111.767492
30.94093,117.819429
32.721214,118.972913
32.489253,117.17504
32.74577,116.313153
39.929986,116.395645
0,0
40.422717,116.700315
39.929986,116.395645
39.726547,116.337482
40.221724,116.216456
39.910362,116.633735
40.323492,116.655554
40.131966,116.652059
40.245643,116.136254
40.386073,115.904971
40.403049,116.869183
39.938867,116.184556
39.755791,115.965305
39.956295,116.127267
29.644078,111.767492
40.301154,116.631421
40.345768,116.749807
39.65279,116.425195
40.190555,116.342668
39.859677,116.134049
39.773374,116.002952
39.82955,116.051393
39.653069,115.596176
40.343377,116.570563
39.666478,115.552253
39.641017,115.723495
40.237749,116.30933
39.65506,115.854288
39.62683,115.801332
40.221724,116.216456
29.644078,111.767492
40.131284,116.271331
42.508557,124.27578
39.987959,116.345958
39.906514,116.487493
40.057462,115.802701
39.994925,115.990691
40.041213,115.904077
39.977927,116.064616
40.102621,115.726685
39.672243,116.415869
35.644415,104.637624
40.366149,116.00838
40.358485,116.032458
39.854474,116.295039
40.697471,117.170405
40.281292,116.100101
40.971406,117.948355
40.557356,116.843162
40.441753,115.991011
40.578453,116.939364
29.544606,106.530635
29.544606,106.530635
28.450496,109.022373
29.4492,108.797934
29.706678,107.340115
30.760715,108.406408
29.023738,106.670284
29.331991,107.782647
29.644078,111.767492
30.720788,107.823522
29.346497,105.907175
29.367771,108.242237
29.796296,106.971709
28.814651,108.967792
30.225571,105.884519
29.965631,106.284041
29.267266,106.247442
29.644078,111.767492
29.644078,111.767492
29.544606,106.530635
29.434359,106.50288
29.400882,105.587432
19.216056,109.358586
29.644078,111.767492
28.792627,106.661718
29.644078,111.767492
29.724045,106.400027
29.644078,111.767492
25.747566,109.510081
29.644078,111.767492
29.160622,106.480189
29.644078,111.767492
29.644078,111.767492
29.364757,105.479237
29.170758,105.95397
29.644078,111.767492
29.168986,106.951286
32.71329,110.51358
29.644078,111.767492
29.660709,105.747626
29.427904,105.682686
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.296636,106.389157
29.644078,111.767492
29.598658,106.65634
29.644078,111.767492
29.644078,111.767492
27.088505,102.203644
29.627544,106.617311
29.673222,107.187529
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
30.754409,109.151846
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.808816,106.438566
29.644078,111.767492
29.560166,106.466505
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.544606,106.530635
29.544606,106.530635
29.644078,111.767492
31.424608,119.844403
29.644078,111.767492
29.544606,106.530635
26.119026,119.326098
24.474392,118.121869
25.312296,117.426548
26.63125,117.99319
24.517065,117.676205
27.356399,117.487796
24.980172,118.574302
25.980901,117.384874
26.246813,117.613698
26.67397,119.590198
27.73561,118.037145
26.628238,118.184485
27.029365,118.300922
27.360012,118.120069
25.10273,117.012976
25.356964,119.069243
26.434588,118.630312
26.219317,118.914039
26.806018,117.822273
24.800085,118.466369
26.643626,118.181883
27.556441,117.357927
26.446506,117.818846
25.834897,116.350656
25.531595,116.688842
25.004217,117.545449
25.188772,116.744171
24.741049,116.750308
25.064233,118.207587
24.99413,118.403873
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
25.175225,118.116072
24.526665,117.819666
25.915538,119.56272
24.744894,118.692481
24.531557,117.670832
36.040389,103.857373
34.571348,105.906086
34.958087,104.712061
39.77091,98.261115
38.376718,102.070457
38.97929,100.525879
37.909925,102.630105
41.112474,95.511992
35.598515,104.631281
34.769098,105.338334
39.651542,98.458396
34.742527,106.14008
29.644078,111.767492
40.286745,97.033686
36.34657,102.871274
37.933172,102.640147
38.818889,101.081224
34.726758,104.926061
35.556878,106.714127
36.501822,104.205649
39.16264,100.166753
37.20066,104.062126
36.726428,103.280258
38.456875,102.67807
39.274462,99.795917
33.892851,106.033317
35.55011,106.688911
29.644078,111.767492
29.644078,111.767492
36.34288,103.949552
35.249103,107.003776
36.064226,103.823305
40.174349,94.789679
40.573614,95.779921
37.273113,102.849007
37.485868,102.924266
37.9695,118.620012
29.644078,111.767492
36.064226,103.823305
33.911379,106.403885
29.644078,111.767492
37.087876,111.199074
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
29.644078,111.767492
36.122706,103.628095
29.644078,111.767492
29.644078,111.767492
37.672721,102.856087
27.172932,107.07491
29.644078,111.767492
29.644078,111.767492
36.728957,104.854629
29.644078,111.767492
29.644078,111.767492
36.546682,104.171241
29.644078,111.767492
36.557917,104.678222
36.749103,104.732327
37.324139,102.907344
29.644078,111.767492
29.644078,111.767492
39.07819,100.368744
36.175463,103.873174
29.644078,111.767492
29.644078,111.767492
37.721004,102.974241
29.644078,111.767492
38.156518,106.898216
29.644078,111.767492
34.694558,105.643703
29.693158,106.59279
34.692657,105.527416
29.644078,111.767492
34.759835,105.032429
34.762689,105.115278
35.651697,104.867066
29.644078,111.767492
