40.07080078,-74.93360138,
38.704022,-101.473911,
59.947733,-151.692524,
34.8647995,-86.77030182,
35.6087,-91.254898,
34.9428028,-97.8180194,
34.30559921,-112.1650009,
35.35474,-116.885329,
39.427188,-121.763427,
32.7273736,-116.4597417,
40.622202,-104.344002,
28.64550018,-82.21900177,
28.84659958,-82.34539795,
27.23089981,-80.96920013,
33.76750183,-84.06829834,
33.889245,-84.73793,
19.832715,-155.980233,
48.14530182,-116.2139969,
39.724028,-101.395994,
41.644501,-87.122803,
41.97840118,-89.56040192,
41.51139832,-87.26059723,
40.02560043,-89.12290192,
38.72779846,-94.93049622,
37.40940094,-84.61969757,
30.191944,-90.980833,
39.66529846,-89.70559692,
30.136299,-92.429398,
38.75709915,-75.75379944,
43.94940186,-86.41670227,
46.29999924,-95.70030212,
37.20280075,-94.41239929,
45.675,-110.52515,
39.47320175,-75.18520355,
36.08520126,-78.37139893,
40.52090073,-74.47460175,
44.8118612,-73.3698057,
42.90010071,-77.49970245,
41.590476,-84.141583,
39.74530029,-84.18740082,
36.198598,-96.217693,
44.93289948,-123.1299973,
39.94889832,-75.74690247,
41.2995,-80.211111,
40.3778,-77.365303,
44.181466,-122.086,
34.00939941,-80.26719666,
44.809158,-96.498897,
32.8269,-97.305801,
32.84759903,-97.1894989,
35.51589966,-85.95359802,
32.60760117,-97.24199677,
29.7377,-94.980201,
37.247799,-112.821998,
36.57600021,-78.9991684,
36.66329956,-80.49949646,
46.672884,-117.441933,
47.17839813,-122.7720032,
44.3042984,-89.05010223,
46.25,-117.2490005,
38.82889938,-79.8660965,
42.840361,-106.224443,
33.03340149,-101.9339981,
62.9435997,-152.2700043,
60.10587398,-149.446249,
32.94599915,-86.51390076,
34.047456,-94.354023,
34.607406,-111.8609,
43.34170151,-85.77500153,
34.368241,-117.370059,
38.79990005,-120.7340012,
34.03779984,-118.1539993,
39.24530029,-106.2460022,
41.62730026,-72.72750092,
28.58939934,-81.14420319,
28.666639,-81.3697,
28.78190041,-81.15920258,
32.47930145,-84.97910309,
32.67440033,-82.77110291,
41.66109848,-90.74130249,
42.6082,-112.031998,
39.88499832,-86.50669861,
40.45859909,-87.65950012,
40.13090134,-85.69580078,
39.01620102,-90.31819916,
30.68630028,-81.90570068,
37.03609848,-97.58640289,
38.54059982,-97.00330353,
37.05170059,-88.64689636,
32.63899994,-91.7736969,
38.12580109,-89.46389771,
30.722478,-91.077372,
42.62509918,-71.18009949,
38.999199,-76.456001,
46.77890015,-68.50029755,
43.04949951,-83.67970276,
47.89960098,-92.55740356,
38.64170074,-90.48429871,
48.78910065,-114.8799973,
34.47529984,-77.58139801,
40.84360123,-100.6529999,
43.6445,-72.086998,
40.7417984,-74.13710022,
33.008611,-104.540278,
38.76390076,-119.0270004,
41.692415,-73.93683,
39.497455,-84.313851,
40.730267,-82.802022,
35.294498,-98.636496,
34.391667,-96.690833,
43.119301,-121.044997,
40.655602,-80.050903,
40.93059921,-77.73889923,
41.59590149,-76.02960205,
35.03210068,-81.25279999,
32.69419861,-97.11579895,
32.73759842,-96.4280014,
34.9958992,-89.73059845,
32.7285,-97.324501,
29.012067,-95.402119,
32.388115,-96.877398,
38.85160065,-115.6340027,
38.30830002,-109.3960037,
39.125,-77.92500305,
46.66320038,-123.8119965,
44.00999832,-90.3891983,
48.21340179,-122.6849976,
47.518178,-122.210908,
44.34719849,-104.810997,
30.007222,-97.853333,
32.02019882,-95.74549866,
61.506147,-149.912825,
61.876907,-150.097626,
30.37150002,-87.76439667,
34.822445,-92.44442,
32.376401,-109.936996,
33.58250046,-118.1289978,
34.12960052,-90.52400208,
34.761101,-119.058998,
37.6432991,-106.0469971,
41.91960144,-72.44450378,
28.52669907,-81.87480164,
30.950976,-86.635555,
30.642527,-86.118779,
34.20259857,-83.42900085,
34.1753006,-84.92440033,
21.36199951,-157.951004,
42.05609894,-93.87799835,
44.55550003,-115.3050003,
40.06230164,-86.21050262,
40.20890045,-85.540802,
42.27460098,-87.95729828,
39.22219849,-96.05529785,
38.181441,-83.443319,
